120  1493718067000021  (-10.8571,-30,0 - 100)  (-10.8571,30,0 - 100)   (8.58603,30,0 - 100) (8.58603,-30,0 - 100) 
121  1493718067000122  (-10.8042,-30,0 - 100)  (-10.8042,30,0 - 100)   (8.52295,30,0 - 100) (8.52295,-30,0 - 100) 
122  1493718067000221  (-10.7854,-30,0 - 100)  (-10.7854,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
123  1493718067000321  (-10.6045,-30,0 - 100)  (-10.6045,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
124  1493718067000422  (-10.5699,-30,0 - 100)  (-10.5699,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
125  1493718067000521  (-10.324,-30,0 - 100)  (-10.324,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
126  1493718067000621  (-10.1667,-30,0 - 100)  (-10.1667,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
127  1493718067000722  (-10.1667,-30,0 - 100)  (-10.1667,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
128  1493718067000821  (-10.1667,-30,0 - 100)  (-10.1667,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
129  1493718067000921  (-10.1667,-30,0 - 100)  (-10.1667,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
130  1493718068000022  (-10.1667,-30,0 - 100)  (-10.1667,30,0 - 100)   (8.75894,30,0 - 100) (8.75894,-30,0 - 100) 
131  1493718068000121  (-10.0629,-30,0 - 100)  (-10.0629,30,0 - 100)   (8.53729,30,0 - 100) (8.53729,-30,0 - 100) 
132  1493718068000221  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (8.53729,30,0 - 100) (8.53729,-30,0 - 100) 
133  1493718068000321  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (8.53729,30,0 - 100) (8.53729,-30,0 - 100) 
134  1493718068000421  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (8.53729,30,0 - 100) (8.53729,-30,0 - 100) 
135  1493718068000521  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (8.53729,30,0 - 100) (8.53729,-30,0 - 100) 
136  1493718068000621  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (8.23316,30,0 - 100) (8.23316,-30,0 - 100) 
137  1493718068000721  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (8.22098,30,0 - 100) (8.22098,-30,0 - 100) 
138  1493718068000821  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (5.65434,30,0 - 100) (5.65434,-30,0 - 100) 
139  1493718068000921  (-9.08627,-30,0 - 100)  (-9.08627,30,0 - 100)   (5.65434,30,0 - 100) (5.65434,-30,0 - 100) 
140  1493718069000021  (-6.63074,-30,0 - 100)  (-6.63074,30,0 - 100)   (5.65434,30,0 - 100) (5.65434,-30,0 - 100) 
141  1493718069000121  (-6.63074,-30,0 - 100)  (-6.63074,30,0 - 100)   (5.65434,30,0 - 100) (5.65434,-30,0 - 100) 
142  1493718069000221  (-9.0726,-30,0 - 100)  (-9.0726,30,0 - 100)   (5.37172,30,0 - 100) (5.37172,-30,0 - 100) 
143  1493718069000321  (-9.0726,-30,0 - 100)  (-9.0726,30,0 - 100)   (5.37172,30,0 - 100) (5.37172,-30,0 - 100) 
144  1493718069000420  (-9.0726,-30,0 - 100)  (-9.0726,30,0 - 100)   (3.42531,30,0 - 100) (3.42531,-30,0 - 100) 
145  1493718069000520  (-9.0726,-30,0 - 100)  (-9.0726,30,0 - 100)   (3.42531,30,0 - 100) (3.42531,-30,0 - 100) 
